src_word	trg_word	src_ctx
impact	frapper	In each instance the steel rod shall be aimed to impact the primary receptacle.
impact	influer	First, I believe it is really important to understand the role and function of the various human service professionals who might have a potential impact on the lives of your group members.
impact	portée	As a consequence, it is very difficult to extend cost studies into an evaluation of economic impact.
individual	individuel	A paper by Eggert, Zimmer, Hall et al (1991) complements the subjects discussed in the Anderson-Loftin articles by presenting two models, the centralized individual model and the neighbourhood team model used in rural areas, and explains the differences between these models.
influence	agir sur	A speaker asked about the effects of poverty and community-based programming on families' abilities to influence such traditional practices as female genital mutilation (FGM).
influence	autorité	The volumes he edited with Adam SHORTT of constitutional documents and the monumental history CANADA AND ITS PROVINCES (23 vols, 1913-17) have retained their influence for decades.
influence	influencer	The results of health services research would be expected to influence the organization and policies of the health care system, through interactions with provincial or regional health authorities.
influence	rayonnement	3.2 Market Development and Influence Abroad The fragmentation of markets combined with the proliferation of satellites and specialized networks in Europe, Asia and the United States has altered the market and compelled the NFB to call into question its traditional marketing methods.
initial	premier	This is an important factor particularly in the initial stages of negotiation with communities for establishing a pre-school.
initiate	amorcer	The news that American toy manufacturer Mattel is withdrawing three million Chinese toys from the market on account of high lead levels and the detachment of small magnets concerned me as a strong advocate of consumer protection and at the same time prompted me to initiate legislation.
initiate	établir	Despite the wide range of country engagement tools, my Office as well as special procedures mandate-holders still encounter difficulties in accessing a number of countries and I would like to continue or initiate a dialogue with the Governments of these countries to assist them in addressing the important protection gaps they face.
