src	trg	src_ctx
[fr] ...it's not campbell contacting sophie, it's tt.	Campbell no contacta con sophie, es tv.	[fr] i don't understand. - [fr] once benji has decapitated jacobsen, tt has to find sophie. - [fr] he hacks campbell's phone and sends messages to lure her in.
Ronald dropped of school right after riley died.	Ronald abandonó la escuela tras la muerte de riley.	He lives with his mom, who has 4, 4 duis. - dad is out of the picture. - he spends a cra-cra-crazy amount of time on the internet, mostly looking at porn and mma sites and...
Half the time i don't know if i'm spoiling peyton or not giving [pr] enough.	La mitad del tiempo no sé si estoy echando a perder a peyton o no dándole demasiado.	It seems like she hates me either way. - i bet sweet lucy is not like that with you. - - only every day. - [laughs]
Was it jaime who asked you to remain here locked up?	¿jaime le pidió que se encerrara?	He used to ask and i didn't want to. - i didn't understand, i was too imperfect. - but then jaime made me realise how weak a woman i was.
Jean-sol partre has cracked [pr] pipe.	Jean sol partre tuvo una fisura a nivel del tobillo.	Please make way for him with caution. - there are 3 frogs on a railway track... - - where?
Jessie, i'm going to the stone-cutter's with mr. corday.	Jessie, me voy al marmolista con el sr. corday.	We have to choose a pedestal for jonathan's statue. - oh, and don't bother to tell diana, because she'd want to go and she really ought to stay home and practice, you know, with the recital coming up. - he has been trying to get you alone ever since he came here.
Listen, the only two guys that we can trust is just you and me, stevie.	Escucha, los únicos dos sujetos en los que podemos confiar somos tú y yo, stevie.	That's it. - woods is wound up so tight, you couldn't pull a pin out of his ass with a tractor. - and hiko is like...
Linda arden, the actress, never played as difficult a role as mrs. hubbard, the organizer of this extraordinary revenge.	Linda arden no realizó papel más difícil que el dela sra. hubbard... organizadora de esta extraordinaria venganza.	Dare i deduce that the great linda arden has been cured of her incurable disease and is no longer bedridden? - it is i who should be committed to a bed in a mental home. - it is i who need a cure for being so slow to notice the tricks that were being played on me with regard to the time of the murder.
Must've been... controversial in a place like arden.	Debío haber sido... controversial en un lugar como arden.	We fell in love. - and nobody knew about it, except her sister. - we would talk... about goin' to chicago, you know...
Oh, stevie. read about it in the chronicle.	Stevie, lee la noticia en el chronicle.	# oh, he flipped through the air with the greatest of ease # - - # the daring young man on-## - - i've got a good mind to break your-
Robbie walover. did-did [pr] live over on hillside avenue?	Robbie walover. ¿vivía él en la avenida hillside?	- yes. - - i knew him. - my mother was friendly with his mother.
When you see robbie and i walk this way, you let angus go so robbie can find him, resulting in high self esteem for [pr] and a celebration snogathon for me.	Bien, cuando veas a robbie y yo camine hacia acá dejas ir a angus para que robbie lo encuentre así él tendrá una alta autoestima y yo un beso como celebración	Yeah, got it. is that tom? - oh, he has got a fit bum. - quality lushness!
So why is [pr] rushing to charge jessie?	Entonces ¿por qué se está apresurando en acusar a jessie?	I mean, if jessie did shoot tommy, it had to be self-defense. - he appears to have been unarmed, and she brought a gun to the scene. - that's an odd scenario for self-defense.
You know what lavon's special surprise was last night?	¿sabes lo que es especial lavon sorpresa fue anoche?	That we'd watch night of the living dead. - (chuckles) on a big 20-foot screen. - that was what was gonna be the night that she was gonna remember forever?
I have to get robbie alone, away from that minging lindsay.	Tengo que conseguir a robbie solo, lejos de esa sucia lindsay	You know, tom told me he and robbie are going to the pool this afternoon, - - but lindsay isn't going. - why didn't you tell me this before? - your best mate is banished into the valley of humiliation and you're withholding vital info.
What i did not understand was that the chief witch of salem is not merely [pr] leader... but [pr] lover.	Lo que no entendí fue que el brujo jefe de salem no es simplemente su líder... sino su amante.	She confessed? - love is a-a two-faced coin, is it not? - and one face is surely betrayal.
And [pr] was dating lavon's crazy-eyed cousin.	Y salía con la loca de la prima de lavon.	No one is gonna vote for him again. - and lavon as mayor is ineligible. - and harley, rest his soul, is dead.
Riley and the commando guys stopped him, but they don't know it's oz.	Riley y los comandos esos le pararon, pero no saben que es oz.	- i tried to tell them, but they took him away. - - when? just now? - - i think they might hurt him.
And what's happening to [pr] right now is a direct result of dr. santana's poor judgment.	Lo que le sucede ahora es el resultado directo... del desacierto del dr. santana.	Why did you strap his arms down?
And the bad little boys from blair village sneaking out to the woods to see if [pr] was still alive and... and they let their big dogs bite [pr] and they poked [pr] with sticks and then when the blood came out of [pr] they put their palms in it and pressed it on [pr] flesh!	Y a esos malvados niños de blair yendo al bosque para ver si aún sigue viva. esos canallas dejan que sus perros la muerdan y además la golpean con palos. y cuando le empieza a salir sangre, ellos se mojan las manos y las aprietan contra su cuerpo.	And then, when they found she was still alive they untied her...and they put the ropes around her neck and they hanged her from the big tree! - stephen, i think i'm going fucking crazy! - no!
Hello, i'm bruce campbell... and i can't start my day without waxing my morning wood.	Hola, soy bruce campbell... no puedo comenzar el día sin encerar mi palo de la mañana.	Morning wood. - from the makers of slow dance chubby. - if bill gates offered you a billion dollars... to be his ass slave for a year, would you do it?
Bobbi campbell is fighting for [pr] life.	Bobbi campbell lucha por su vida.	One of a rapidly growing group whose battle has fascinated and frightened modern medicine. - he has kaposi's sarcoma. ; - a skin cancer that first appeared on the bottom of his feet as spots the size of a quarter.
You can bare your soul to mr. reilly ifyou like... but not to william.	Si gustas, puedes hacerle confidencias al sr. riley... pero no a william.	All he gets is your love. - and you know what that love is gonna do? - pretty soon there won't be any dream to tell him about.
