src	trg	src_ctx
[pr] buys a first-class ticket from Milan and at each stop takes pictures with [pr] supporters that are supposed to be marching with him.	Il achète un billet de première classe à Milan et à toutes les gares il se fait prendre en photo avec ses partisans, qui sont supposés marcher avec lui.	When he arrives at the Italian capital King Victor Emmanuel hands him power because this is the decision of the industry owners of northern Italy. - Hitler thinks he can march in Berlin in 1923 with the so-called Beer Hall Putsch in Munich. - He has not yet understood that no fascist ever came to power without the permission of the industry owners of his time.	 
- Karen? - I got home early, and I see you and Peyton. Your faces plastered on the front of every magazine.	- Je rentre plus tôt que prévu, et je vois Peyton et toi à la une de tous les magazines.	I called Peyton a hundred times yesterday. She didn't answer. - I flew out here, got off the plane, and I see all of this on the news. - Karen?	 
And then, because apparently that wasn't enough Peyton Place for me... I have this whole thing going with my dad, who's suddenly back in my life again.	Et là, parce qu'apparemment ça n'était pas assez "Peyton Place" y'a eu ce truc avec mon père, qui est soudainement réapparu dans ma vie	-Yeah, dads can be tough. - -l spent so many years just.... l couldn't wait till he showed up. - And now he's showing up... and I don't know.	 
Peyton went to Miami.  [pr] might be on the plane that crashed.	Peyton est allée à Miami, comme l'avion qui s'est écrasé.	We have to find out what flight she was on. - Does anyone know what Mary Claire Clark was doing tonight? - Call the switchboard. Get her number.	 
Uh, look, what are you doing with this Robbie character?	Écoute, qu'est-ce que tu fais avec cet énergumène de Robbie ?	Kuffs, come on. You left me. - Yeah, right. - Does he know about the child?	 
For the last 20 years, we've been working to keep Blair's killer in prison.	Pendant les 20 dernières années, on a oeuvré pour garder en prison l'assassin de Blair.	We write letters. - We show up at his parole hearings. - If you don't mind my asking, when was the last time you saw the victim?	 
I got a phone call: "Would you please call a Carey Gibson?"	J'ai reçu un message, je devais rappeler Carey Gibson.	Well, I was astounded by what Carey said, so one of the first things I said to her was, when the FBI and the US State Department assist you and uh... get you and your brother back here, I have to interview him immediately. - When the welfare of a minor, er... is in jeopardy, our reaction has to be very quick, er... very responsive. - We have to put ourselves in the position of the child or the child's parents or guardians.	 
I'm going to forget about the office while Jessie's in town.	Je vais oublier le bureau pendant que Jessie est en ville.	We'll give her one round of gaiety. - Dinners, theaters, we'll go to all the smart restaurants. - - You'll help me, won't you?	 
Although, who knows, there could be a bag of Cheesy Puffs buried in Peyton's sports bra drawer.	Peut être, qui sait, qu'il y aura un paquet de Cheesy Puffs bien caché dans le tiroir à soutien-gorge de Peyton.	I imagine she owns enough sports bras to warrant their own drawer. - You don't have to say it's true. - Just cough twice.	 
I'm sorry, I just... I can't protect Blair any longer.	Je suis désolé, je... je ne peux plus protéger Blair plus longtemps.	All she does is lie and scheme, and she's done nothing but hurt you all year. - I thought she'd changed. - She's never gonna change.	 
- Stevie never hurt nobody. I hurt people.	Stevie n'a jamais fait de mal à personne.	Frankie hurts people. - Stevie borrowed money, that's all. - Who'd kill him over fuckin' money? !	 
Kansas v. Sutton, a murder trial back in the early '90s.	Kansas contre Sutton, un procès pour meurtre dans les années 90.	I don't understand. - I was defense counsel, court-appointed, which meant I didn't give a damn. - Five years after conviction, his family has evidence retested, proving he was innocent.	 
I think I understand what Sutton is saying.	Je pense que je comprends ce que Sutton est en train de dire.	And in her own way, she's, she's just trying to look out for me. - Why do you think that? - Well, Sutton's always been strong-willed, and while it hasn't made it easy being her mom,	 
Emerson Laidlaw's case worker. I heard [pr] was here. Yeah, that's right.	Tom Shorter, le travailleur social d'Emerson Laidlaw.	And being questioned without counsel. - He waived his rights. - My client is not competent to give consent.	 
So, Dr. Sutton might not have been such a hack after all.	Donc Dr Sutton n'était peut-être pas un amateur en fin de comptes.	Just because he had them, doesn't mean he knew their importance. - All of his notes are well organized. - I think he knew exactly how valuable they are.	 
Let 'em know we want Riley's picture plastered on every station in the city.	Mais il faut aussi contacter les transports en commun pour qu'ils affichent la photo de Riley à toutes les stations de la ville.	Hi, Dr. Hunt. Did you see that? - She completely dissed me. - You just gotta get to know her.	 
I hope you'll leave some of it in Salem.	Laissez-en un peu à Salem.	our child cannot wake, sir. - She lies as though dead. - And this one cannot bear the Lord's name.	 
I think you might be right about Sutton.	Je pense que tu as raison au sujet de Sutton.	I think she knows something. - You keep on her. - It's not important what she thinks she knows.	 
I want to leave everything to Parris so that [pr] schooling is assured.	Je souhaite tout léguer à Parris afin que rien ne l'empêche d'étudier.	I want to do the best I can for him with what I have. - Yes, yes, of course. - Of course.	 
And Kurt and Pat hit if off and Kurt began to construct a character that borrowed a lot of the stylistic trademarks of Pat Riley.	Kurt et Pat se sont plus... et Kurt a bâti un rôle... qui empruntait beaucoup au style et aux comportements de Pat Riley.	The suits and hair and attention to personal detail. - Kurt hit a gym and lost 20 Ibs. And pulled himself together. - And I think it's one of his best roles.	 
The kid, [pr] killed last year in Milan,	Le gamin, qu'il a tué à Milan l'an dernier,	Tadeo, his dad was a cop. - A friend of mine. - That's exactly what I'm talking about!	 
Colonel Campbell... he's a small and petty man. I don't like him.	Le Colonel Campbell est un type sans envergure.	He's an idiot! - In an attempt to control the most important revelation of the century, if not all time, the colonel has confiscated the bodies and initiated a high-level cover-up. - He froze you out, just like he did to us in that field.	 
[pr] gave Robbie a record player and a lot of foreign records.	Il a donné un tourne-disque à Robbie et plein de disques étrangers.	Robbie was a fanatic in listening to these people... because he was a serious, focused man. - - Jamaican music developed from what we call "do overs," a version of somebody's song in America. - Bob had a good sound 'cause he's singing lead. And the harmony was tight.	 
Hey, Riley, look, you don't have to apologize.	Hey, Riley, écoute, tu n'as pas à t'excuser.	And you are not alone. - I'm not going anywhere. - ♪ 'cause she will love you... I should go.	 
I wanted to speak to Robbie before the ceremony. but [pr] didn't give me a chance when we were in the bathroom together.	Je voulais parler à Robbie avant la cérémonie, mais il m'en a pas laissé l'occasion quand on était aux toilettes tous les deux.	Did she do this to you? - Honey. this is only the beginning. - I'm just so worried that Robbie might only be getting married today because of me.	 
Boss, 911 just got a call from a little girl identifying herself as Riley Adler.	Boss, le 911 a reçu un appel d'une petite fille - disant être Riley Adler.	Patch her through. - Hi, sweetheart. - I'm Greg Parker.	 
Jessie Mae says it's the ugliest, but [pr] only says that to bother me.	Jessie Mae dit que c'est laid, mais c'est seulement pour m'embêter.	And she only saw it once, and that was on a rainy day, at that. - She says it's nothing but an old swamp. - "That may be," I said...	 
Oh, this is nothing, um... Riley just has this teeny bad habit... Of changing [pr] mind.	Riley a juste cette petite mauvaise habitude... de changer d'avis.	Oh, yeah, see, he's referring to our engagement. - I didn't answer his proposal immediately, Then all hell broke loose, and we broke up. - Dude, splitsville?	 
Sutton, I know that you are scared, but we have to have learned by now, - these lies are getting us nowhere. - He's right.	Sutton, je sais que tu as peur, mais on doit s'en rendre compte maintenant, que ces mensonges ne mènent à rien.	I can't keep doing this either. - You know I love Kristin as if she were my own. - And even if she hates me for everything that I've done, every minute that I am lying to her, I... it just feels like it's breaking my heart.	 
Dr. Arden was in no condition to do any such thing.	Le Dr Arden n'était pas en état de faire quoi que ce soit.	When I arrived, he was being rushed to the hospital. - Good. - I hope he dies.	 
