src	trg	src_ctx
You got a daughter, Casey. - Do you think Ellie's happy in your marriage?	- Glaubst du Ellie ist glücklich in ihrer Ehe?	- Of course. - Did she say something? - This is about your father.	 
Added it to [pr] Harley collection.	Fügte es seiner Harley Sammlung hinzu.	Ray liked motorcycles. - Motorcycles he shouldn't be able to afford on his base pay. - He was into something.	 
Whatever it is, Blair, I don't have time.	Was immer es ist, Blair. Ich habe keine Zeit.	I have to try to stop you and my mom from destroying my proposal. - Not destroy, just delay long enough for Sage to wear my dress. - She really doesn't want you as a stepmom, and I only have a month to win back buyers after you walked out of my fashion show.	 
[pr] wants the spotlight as much as O'Shea does.	Er will mehr Rampenlicht, als O'Shea es tut.	This field trip makes him king for a day. - Well, he's convinced O'Shea. - Send some people up therewith gas probes.	 
So now Malcolm Merlyn can summon us.	Jetzt kann Malcolm Merlyn uns zu sich zitieren.	I really don't like the idea that he can summon us. - Any idea what this is about? - No, but Merlyn assures me that he'll be waving the white flag.	 
You were one of Jessie's girls, were you?	Du warst eine von Jesses Mädchen, oder?	Yes. - Yes, she was. - She even had the ringtone to prove it.	 
An old friend of mine.	Mein alter Bekannte.	So old that he didn't even recognize me when he saw me. - - Georgy and Alexandra. - - It's a pleasure. Sit down, please.	 
I was just at the police station visiting and they're gonna release Andrew Campbell.	Ich war gerade auf der Polizeiwache und... sie werden Andrew Campbell freilassen.	So if they don't think that he did it... - Then that person is still out there. - 'You girls need to take precautions.'	 
Herbert George Wells. An English novelist and journalist, who was known for [pr] science fiction, [pr] satirical novels and [pr] popular books on history and science.	Herbert George Wells, englischer Schriftsteller und Journalist, bekannt für Sciencefiction, satirische Romane und populärwissenschaftliche Bücher.	He was a vigorous advocate of socialism, feminism, evolutionism, nationalism and the advancement of science. - Often called the first great writer of science fiction, - Wells wrote The Time Machine, The Island of Dr Moreau, The Invisible Man,	 
An occasion to make the soul tremble.	Ein Ereignis, das die Seele erschüttert.	Thank you, sir. - This is your local announcer again. Here's Major Benson of the United States Army to give us his view. - Major, will the Army attempt to dig underneath the crater?	 
An abnormal visual keenness, an extraordinary shot, rapidity, skill, strategy.	Ein übernatürlich scharfes Auge, ein außergewöhnlicher Schütze, Schnelligkeit, Geschicklichkeit, Taktik.	In short, a highly gifted sniper. - He learned that in the circus. - He used to do it with lemons but it was much less spectacular.	 
[pr] son, Kimani. He's missing.	Sein Sohn Kimani wird vermisst.	- When? - - Last night. - I want him found.	 
Well, now, don't be letting those Rio Grandes get bored.	Passt nur auf, dass die von der Rio Grande sich nicht langweilen.	They're not even going to let us sleep. - I've arranged for horses along the way. - How much more will she take?	 
I have nothing to say to you, Miss Winters. With or without your comments, I'm airing a report tomorrow night on Dr. Arthur Arden, a man you hired to run the medical unit at Briarcliff.	Mit oder ohne Ihre Kommentare sende ich morgen Abend einen Bericht über Dr. Arthur Arden, einen Mann, den Sie einstellten, um die medizinische Abteilung in Briarcliff zu leiten.	We finally gained access to his files. - Did you know he was conducting human experiments? - We found some very disturbing evidence.	 
An ingenious method of communication.	- Eine geniale Kommunikationsmethode.	It began with a few simple words, but now we're capable of rudimentary conversation. - Tell him I'm pleased he's feeling better. - I will.	 
You think you know who Malcolm Merlyn is.	Du denkst, du weißt, wer Malcolm Merlyn ist.	But there are things that I've discovered, years ago, recently, that... - He doesn't love you, Thea. - Because he's not capable of it.	 
Stannis: Make it Ser Jaime Lannister, the Kingslayer.	Mach daraus Ser Jaime Lannister, der Königsmörder.	Whatever else he is, the man's still a knight. - "Ser Jaime Lannister, the Kingslayer. - By right of birth and blood, I do this day lay claim to the Iron Throne of Westeros.	 
It is for Mr Blair. Only for Mr Blair.	Es ist für Mr. Blair persönlich.	Listen, I'm trying to make a living here. - And not for Mr Blair, love him as I may. - (3rd man) Might one inquire why she should ask Niki about you?	 
- Howard, Casey's waking up.	Howard, Casey wacht auf.	Look, his eyes are open. - Hey, sweetie. - Hey, buddy. - How you doing? Hey, can you hear me?	 
- I was out walking Jackie. Suddenly, [pr] started barking [pr] head off and pulling me that way.	Plötzlich bellte sie und zog mich da in den Wald.	I let her show the way. - Someone's tied up his nose and legs with strips of plastic. - - Did you see anyone in the woods?	 
[pr] killed the kids for nothing, Jackie.	Er hat die Kinder für nichts und wieder nichts erschossen, Jackie.	- I know. - - You were right. - He killed them for nothing.	 
William, I have a Casey Patterson on line 1.	- William, hier ist eine Cathy Patterson.	Take another message, Addy. I'll get back to her this week. - Some time. - Keep going.	 
An incorrect position in flight can cost an individual [pr] life or leave [pr] maimed for life.	Eine falsche Position im Flug können sein Leben kosten oder ihn auf Lebenszeit verstümmeln..	Don't swing your arms when you walk. - You can tell if someone's clever by the way he walks. - How, Dad?	 
Anyway, I first went to Milan to visit my parents.	Jedenfalls ging ich zuerst nach Mailand, um meine Eltern zu besuchen.	My sister was there as well, and she had a car. - Since I wanted to be mobile in Turin - my sister was only 19 at that time I said to my parents: - "Just give me my sister's car so I can drive to Turin with it and get around there."	 
I'm due at Emerson's Cafe at noon.	Ich muss mittags im Emerson's Cafe sein.	Lois, I'm kind of busy. - - Isn't he something? - - Yeah.	 
I don't see why [pr] should give me such a... An ugly thing.	Ich versteh nicht, warum man mir so ein hässliches Ding schenkt.	He thought you'd like it. Yeah? - He's very fond of you. - Really?	 
Hey, Billy. You've seen Kris Kedder?	Hey Billy, hast du Kris Kedder gesehen?	Check his trailer. - Hey, man, what's going on? - Where'd you get that?	 
I told Rebecca Carlin you were gay.	Ich habe Rebecca Carlin gesagt, dass du schwul seist.	She slept with me anyway. - Once. - Yeah.	 
An hour ago [pr] was making gurgling noises now he's beginning to understand simple words and concepts.	Vor einer Stunde machte er noch röchelnde Geräusche, jetzt begreift er schon einfache Wörter und Zusammenhänge.	What's causing it? - Must be the combination of his growth hormones and his own speeded-up metabolism. - - It's amazing.	 
In 1952, [pr] and cinematographer Ossie Morris set out to capture the look and spirit of artist Toulouse-Lautrec.	1952 versuchten er und Kameramann Ossie Morris, den Geist und Stil des Künstlers Toulouse-Lautrec einzufangen.	Huston and Morris wanted muted pastels, not florid colors. - When John arranged a test screening for Technicolor executives they became outraged. - And he turned to me and he said, "What do you think, Os?"	 
"Dear Sergeant Howie, "none of us have seen May Morrison's daughter Rowan since last year.	"Sergeant Howie, niemand hat May Morrisons Tochter Rowan seit letztem Jahr gesehen.	"She's only 12 and has been missing... - from her home for many months. "She couldn't have left the island by herself. - "She's too young, and her mother won't say anything about it,	 
An unfamiliar man is approaching me.	Ein Mann kommt näher. Hm!	He has a dark beard. - Keep him occupied, we'll be there when the boat docks. - - Where are you going?	 
That is my partner, Officer Ian Campbell.	Das ist mein Kollege, Officer Ian Campbell.	And you saw him in life. - ls that correct? - - Yes, sir. - And you saw him like this in death?	 
An acquaintance of mine left margo's diner this morning and has not been seen since.	Eine Bekannte von mir, hat heute Morgen Margo's Diner verlassen und wurde seitdem nicht mehr gesehen.	He was worried about her, so we stopped by her apartment. - Where we found a clue. - When we dusted for prints.	 
Because Lavon Hayes does not accept defeat!	Denn Lavon Hayes akzeptiert keine Niederlage!	Unless he doesn't have any quarterbacks to play, in which case, Lavon Hayes is screwed. - Well, Colby's lab work came back negative for group A strep. - I can run more tests, do a culture for pertussis, see if I missed anything.	 
Security footage from the airfield where Merlyn landed.	Sicherheits-Filmmaterial vom Flugplatz, wo Merlyn gelandet ist.	Check for October seventh. - Right there, stop. - I thought you said Merlyn was keeping his distance from Thea, that he hadn't had any contact.	 
The only selfless thing [pr] ever did was shut down after Chuck and Blair's accident.	Das einzig Selbstlose, was sie jemals getan hat, ist aufzuhören nach Chucks und Blairs Unfall.	Although, she did lead Dan and Blair to Juliet after Serena was drugged. That was the right thing to do. - And wasn't there a lot of stuff that she knew but didn't post until Serena went to war with her at graduation? - Maybe Gossip Girl was really our guardian angel.	 
Carey's death was the result of an attack by a common house cat... a former pet in the Carey home.	Careys Tod war die Folge eines Angriffs einer Katze, die die Careys sich als Haustier hielten.	He was the victim of the most fantastic ailment in the annals of medicine. - Thus ends the life of a man whose courage and will to survive... lasted until the very end. - A man whose fantastic story... was known to virtually every man, woman and child in the civilised world.	 
An invitation from  [pr] Majesty, the King. The time for war's upon us.	Es ist eine Einladung von seiner Majestät.	His Majesty requires that every witch and wizard aid our homeland. - Wizard Jenkins must report to the palace immediately. That is all. - I can't believe it's come to this.	 
An autopsy revealed damage to [pr] cerebellum, cerebral cortex and basal ganglia.	Eine Autopsie ergab Schäden an seinem Kleinhirn, Hirnrinde und Basalganglien.	Now, there have been missing persons complaints filed on behalf of two of the remaining men. - The last one, Louis Carlisle, not officially missing, but he hasn't shown up for work in almost a week. - I've dispatched Kitty to inquire after him, although I'm not very hopeful.	 
Of all the people I met, I think Dr Colin Campbell puts it best.	Von allen Leuten, die ich traf, denke ich, drückt es Dr. Colin Campbell am besten aus.	What we can say now without any shadow of doubt is that petroleum man is just about extinct by the end of this century. - That poses the thorny, difficult question, will Homo sapiens be as wise as his name implies and figure out a way to live without oil, which is the bloodstream of virtually everything? - And it seems to me the sooner we begin that transition to a new, low-energy future, the easier the task will be.	 
