src_ctx	src	trg
David Nyheim (born 1970) is a Norwegian peace-maker and early warning expert. After several years in the humanitarian and public health fields, he was recruited in 1997 to establish the Forum on Early Warning and Early Response (FEWER).	[pr] work over the last 20 years has focused on dialogue process design and implementation, conflict resolution, conflict early warning, stabilisation, as well as forecasting and strategy.	In den vergangenen 20 Jahren konzentrierte sich seine Arbeit auf den Aufbau und die Umsetzung von Dialogprozessen, Konfliktlösung, Konfliktfrüherkennung und Stabilisierung sowie Vorhersagen und Strategien.
He created history by holding three different designations in the same university as,Librarian of University of Ceylon (1971 to 1972)Librarian of Peradeniya Campus, University of Sri Lanka (1972 to 1978)Librarian University of Peradeniya through (1978 to 1979) Ian Goonetilleke was born on 5 January 1922.	Henry Alfred Ian Goonetilleke (known as H. A. I. Goonetileke) was a director of the University of Peradeniya library, the first chairman of the Gratiaen Trust and an eminent scholar in Sri Lanka.	Henry Alfred Ian Goonetilleke (bekannt als H. A. I. Goonetileke) war Leiter der Bibliothek der University of Peradeniya, erster Vorsitzender von Gratiaen Trust and herausragender Gelehrter in Sri Lanka.
He completed his Bachelor of Science (BS) degree in economics from the University of the West Indies in 1967. He holds a Master of Arts (MA) and  a Ph.D (1975), both in economics, from McGill University, where he trained as an econometrician.	[pr] then proceeded to Canada for graduate work.	Anschließend ging er für seine Arbeit als Absolvent nach Kanada.
Angela Yang is a Chinese-American librarian whose efforts in adult literacy, multicultural services, and outreach services is notable within the library community. Yang's career has been characterized by a desire to improve literacy skills among underprivileged and overlooked individuals in society.	[pr] served as president of the Chinese American Librarians Association from 1992 to 1993.	Von 1992 bis 1993 war sie Präsidentin der Chinese American Librarians Association.
During that season, in a game against the Quad City Mallards on March 23, 2014, Castonguay set a Mavericks single-season franchise record of 31 Goals, which itself would ultimately be broken later that same season by Andrew Courtney, who ended the season with 34 Goals. Éric Castonguay (born September 18, 1987) is a Canadian professional ice hockey player who is currently playing for HC Sierre-Anniviers in the Swiss League (SL), the second tier league of Switzerland.	That same season, in the Central Hockey League 2013-14 Season "Best of The Best" Poll, [pr] came in 2nd place in the poll for Most Gentlemanly Player.	In derselben Saison erreichte er in der „Best of the Best“-Abstimmung der Central Hockey League für die Saison 2013–14 den 2. Platz bei der Wahl zum Most Gentlemanly Player.
Pierre Brizon was born on 16 May 1878 in Franchesse, Allier, to a poor farming family. He became a teacher of the national professional schools, and was appointed to a position in Armentières, Nord department.	[pr] was a gifted student, and qualified as a teacher, moving from one teaching position to another at the start of [pr] career.	Er war ein begabter Student und geeigneter Lehrer, der zu Beginn seiner Karriere von einer Lehrstelle zur anderen zog.
She has been awarded both local and international grants such as African Academy of Science, Nairobi Kenya Grant (1998) and Association of African Universities Grant (2000). She is also a current Council member of the NLA.	[pr] is a member of the Nigerian Library Association (NLA) and a two-time Vice Chairman of Nigeria Library Association, Information Technology (NLAIT) Section.	Sie ist Mitglied der Nigerian Library Association (NLA) und ist zweimalige stellvertretende Vorsitzende der Nigeria Library Association, Information Technology (NLAIT) Section.
In 1907 he was elected a councilor in the district of Bourbon-l'Archambault, Allier. Pierre Brizon (16 May 1878 – 1 August 1923) was a French teacher, national deputy, internationalist and pacifist.	Later [pr] would become mayor of [pr] native town.	Später wurde er auch Bürgermeister seiner Geburtsstadt.
He qualified for the second round in which he improved his time to 10.23 seconds. He carried the flag for his native country at the opening ceremony of the 2004 Summer Olympics, 2012 Summer Olympics, and the 2016 Summer Olympics and was a 100 m semi-finalist at the 2008 Beijing Olympics.	Daniel Everton Bailey (born 9 September 1986) is a male sprinter from Antigua and Barbuda who specialises in the 100 metres.	Daniel Everton Bailey (geboren am 9. September 1986) ist ein Sprinter aus Antigua und Barbuda, der sich auf die 100 Meter spezialisiert hat.
Yulimar Andrea Rojas Rodríguez (also known as Yolimar Rojas; born 21 October 1995) is a Venezuelan athlete. Her personal best 15.43 meters, the indoor world record.	[pr] is the Olympic silver medallist (2016 Rio de Janeiro), two time World Champion (2017 London and 2019 Doha) and two time World Indoor Championship (2016 Portland and 2018 Birmingham) in Triple jump.	Sie ist Gewinnerin der Olympischen Silbermedaille (Rio de Janeiro 2016), zweimalige Weltmeisterin (London 2017 und Doha 2019) sowie zweimalige Hallenweltmeisterin (Portland 2016 und Birmingham 2018) im Dreisprung.
Olga Zoutendijk began her career in May 1986 in Amsterdam, as a graduate trainee in the International Career Bankers program of ABN, a predecessor of ABN AMRO. Olga Louise Zoutendijk (Curacao, 1 March 1961) is a global business woman and banker.	In 1988 [pr] relocated to New York City, where [pr] became a client banker covering the U.S. pharmaceutical industry.	1988 zog sie nach New York City, wo sie für Kunden zuständige Bankerin wurde, die für die US-amerikanische Pharmaindustrie zuständig war.
Thomas Zondo Sakala (born 3 March 1955) is an experienced Zimbabwean economist and development banker. He was the SADC nominee for the Presidency of the African Development Bank (AfDB).	[pr] is the former Vice-President of the African Development Bank in charge of Country and Regional Programmes (as of October 2014).	Er ist der ehemalige Vizepräsident der Afrikanischen Entwicklungsbank mit Verantwortung für landesweite und regionale Programme (Stand Oktober 2014).
Some of the deceased were meritorious soldiers. In January 1869, once Asuncion was occupied, he interrupted his studies to move back to their land with a group of young fellow patriots.	[pr] entered the Buenos Aires School of Law, and stayed there during the whole war.	Er besuchte die Buenos Aires School of Law und blieb während des gesamten Krieges dort.
Norman is currently an Assistant Principal (Academic Performance), of King’s College London and Executive Dean of the Florence Nightingale Faculty of Nursing & Midwifery at King’s. Ian Norman was born and grew up in Devon.	[pr] is Editor-in-Chief of the International Journal of Nursing Studies.	Er ist Chefredakteur des International Journal of Nursing Studies.
In 1953, Ian Goonetilleke joined the University of Ceylon, Peradeniya, as an Assistant Librarian. He received his FLA in 1966 obtaining a distinction for his dissertation entitled A Bibliography of Ceylon - A Systematic Guide to the Literature on the land, people, history and culture published in Western languages from the 16th Century to the present day.	[pr] secured a Postgraduate Diploma in Librarianship in 1958 winning the John Duncan Cowley Prize for the best thesis in the process.	Er erhielt 1958 ein Postgraduiertendiplom in Bibliothekswesen und gewann dabei den John-Duncan-Cowley-Preis für die beste Abschlussarbeit.
Naturally Porta's first projects were in Argentina. His first locomotive project in 1948 took the remains of a 1,000 mm (3 ft 3 ³⁄₈ in) metre gauge 4-6-2 converting it into a 4-cylinder compound 4-8-0 named 'Presidente Peron'/'Argentina'.	Taking the work of Andre Chapelon in France as [pr] starting point [pr] set out to show that the steam locomotive was far from reaching its maximum potential.	Er nahm die Arbeit von Andre Chapelon in Frankreich als Ausgangspunkt und wollte zeigen, dass die Dampflokomotive noch lange nicht ihr volles Potenzial erreicht hatte.
Toshihiko Fukui (福井 俊彦, Fukui Toshihiko, 7 September 1935) is a Japanese economist and central banker. Fukui was born in Osaka.	[pr] was the 29th Governor of the Bank of Japan (BOJ) and a Director of the Bank for International Settlements (BIS).	Er war der 29. Gouverneur der Bank of Japan (BOJ) und Direktor der Bank for International Settlements (BIS).
She also took up acting under Carlos Brussa (1887–1952). Thanks to the methodology she developed for reconstructing extinct dances, she and her husband revived over 20 folk dances from the colonial period, most of which had been completely forgotten.	In 1940, [pr] married the musicologist Lauro Ayestarán with whom [pr] undertook research into Uruguayan dance.	1940 heiratete sie den Musikwissenschaftler Lauro Ayestarán, mit dem sie Forschungen zum Tanz in Uruguay aufnahm.
His first international successes were with the British 4×400 metres relay team, winning a silver medal at the 1984 Summer Olympics, golds at the 1986 Commonwealth Games and 1986 European Athletics Championships, and another silver at the 1987 World Championships in Athletics. His time of 47.93 seconds to win the 1990 European Athletics Championships was a British record, and he also won gold at the 1990 Commonwealth Games.	[pr] progressed individually in 400 metres hurdles from the late 1980s onwards, taking bronze at the 1989 IAAF World Cup.	Ab Ende der 1980er machte er individuell auf den 400 Meter Hürden weiter und holte beim Leichtathletik-Weltcup 1989 Bronze.
