src	trg	src_ctx	gender
Why write about it when you can live it?	Pourquoi l'écrire quand on peut la vivre ?	- You dance great for an old lady. - Someone told me to stop living on the sidelines. - - Well, he sounds like a smart guy. - - He is. - So I guess Dash and Scarlet have their next adventure?	 
Shut it down!	Arrêtez !	Initiate laser. - Initiate laser. - Hydrogen separation in progress. - Initiate hydrogen burn. - Two million kelvin and rising.	 
- We're not buying it "together" or anything.	On l'achète pas pour nous.	I don't know. It's very similar. - - Even that bit? - - Definitely that bit. - So you guys gonna buy this or what? - "We're" not buying it.	 
Me too. It was great.	Moi aussi, c'était super.	How was it? - Can we try your handcuffs next time? - The sun is nice. - Are you asleep? - I'll take a Double Bun burger with a chocolate shake, please.	 
After you take it off and pay for it.	Quand vous l'aurez enlevé et payé.	Mommy, he's purple like Lord Krishna. - The old-man mask is $ 7.99. - And I'm gonna need to price-check that. - -Can't I just wear it? - -Sure.	 
I've tried to dismiss it as coincidence.	J'ai essayé de la rejeter comme une coïncidence.	I saw him. - The same one. - The one who took Janey. - That's not possible. - There was a toffee apple left behind when Janey disappeared.	 
Please don't take it personally.	Ne le prends pas pour toi.	I wanna call it tried and true. - All I know is every time we get in bed, it's the same old thing. - The same old thing? - What about the mask and cape? - It was the same old thing in a mask and cape.	 
I just got it on ebay.	Je viens de l'avoir sur ebay.	I'm going to a hotel because if I stay here, I'm just gonna end up having sex with you. - And I want to feel like a virgin tomorrow, like a real bride. - Pure and untouched. - The kind you wish I was. - This one is my prize.	 
It was an accident... but I didn't try to help her.	C'était un accident... Mais je n'ai pas essayé de l'aider.	Vanessa. - If she is back, I will personally... - She's dead. - We got into a fight the night of Naomi's party. - She tried to stop me from walking away, and she slipped and she fell.	 
But how long will it take?	Combien de temps il faudra?	Whenever you're ready. - Good night, Dudley. - Good night, Julia. - You sure you're an angel? - I know it isn't easy, but you've got to take me on faith.	 
We managed to break through it with great difficulty.	- Nous avons réussi à la traverser.	We were born in the intergalactic void. We shall die there during our return journey. - And our mission will be completed by a commander who is my descendant. - What happened to your ship? - There is an energy barrier at the rim of your galaxy. - Yes, I know, we've been there.	 
I'm here to help you find it again.	Je suis ici pour vous aider à vous retrouver.	- Unless you ask me to. - - Why would I ever do that? - 'Cause I might have something to offer you, something you want back. - Like, my son? - Yourself.	 
Spit it out. Now eat it again.	Maintenant, mangez-le.	You look like you could use a grape. - Thanks, ben. I really could. No stealing food from patients. - Gather 'round, murderers. - Gather 'round. - I saw that.	 
Want to play it for Deacon tomorrow.	Je veux la jouer pour Deacon demain.	Look, I know he's a great producer, but... - For what it's worth... I've never been that big a fan of Liam's. - Night. Night. - Hey, that doesn't look anything like a presentation on the Battle of Liberty Gap. - I'm working on a new song.	 
And that view is even more beautiful when you have someone to share it with.	Et elle est encore plus belle si on n'est pas seul.	What? - What are you talking about? - How soon can you get here? - The road of life is always under construction. - The journey is hard, but once you reach the top, the view is amazing.	 
It would be a crime not to use it.	Ce serait un crime de pas en profiter.	The dollars here are coins. - It was a York peppermint pattie, Shawn. What? - That was way too generous. - Are you sure we should be staying here? - Gus, the room is paid for.	 
Now, this ring, keep it safe.	Mets cette bague en sécurité.	It's well hidden. - When the time comes, if things go badly at Carcassona, I will tell you where. - In the meantime, I only hope I still have time to fulfill my obligations. - But if I cannot, you must take my place. - The labyrinth is a symbol of the Grail.	 
What's it about?	De quoi s'agit-il ?	What'll it be? - Do you know the whereabouts of a lady named Mary Roberts? - (Bartender) Sure. She's around here someplace. - I'm Miss Roberts' guardian. What do you want to see her for? - We have some news for her.	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
Don't have sufficient power to keep it open.	Nous manquons de puissance pour le laisser ouvert.	Yeah. But I'm already dead. - On your feet, Mr. Wizard. - We've got work to do. - -It's not working. - -It's working perfectly.	 
You know, you should try it sometime.	Vous devriez essayer.	Do you mind? - Go ahead. - You in town for business? - Something like that. - I'm actually here to forget about business.	 
(laughing): You-you can feel it in your bones.	Vous-vous pouvez le sentir dans vos os.	But other than that, our essence is very, very similar. - Awesome. - I know you have to get back to filming. - Um, we can't wait to see the movie. - Bone of Contention, Summer 2013.	 
No, y... you can't have it both ways.	Non, tu peux pas avoir les deux.	She's one of the strongest people I know, and liam can just send her off the deep end. - I guess everybody has their weakness. - Why are you telling me this? - Because I'm sick of this whole thing. - I want to be your friend and want to be her friend, too.	 
- It was worth a shot.	- ll fallait essayer.	It will be from now on. - Piper, Cole and I do not support you in this. - If you insist on doing it, you're going in alone. - Okay, I'll see you at home. - I told you that wouldn't work.	 
- It was great.	- C'était super.	- Nothing. - Amazing. - Did you see the audience? - Did you look at them? - I really had to boost Daantje.	 
I think it might.	Je pense que ça pourrait.	I had shrapnel in my upper chest and my neck. - They got the metal out at the center at Landstuhl. - How long ago did this happen? - Six weeks. - Does that help?	 
Oh, I'm sorry I brought it up.	Je suis désolée d'en avoir parlé.	Not great. - It's scary. - Everyone's always asking me if I'm okay, and I feel like I have to say "yes" - or else they're gonna make me keep talking about it... - And I don't want to.	 
So I sneaked it up to my room, started to read it.	Je l'ai rapporté dans ma chambre et je me suis mis à le lire.	Funnily enough, children liked to take lessons from her. - Well, anyway.... - l read books she didn't want me to read and didn't read books she wanted me to. - I'd say that was a perfectly healthy, normal attitude. - One day, downstairs, I found a book that had a very racy title.	 
- It was great.	- C'était super.	- Nothing. - Amazing. - Did you see the audience? - Did you look at them? - I really had to boost Daantje.	 
So you think I should turn it down?	- Vous pensez que je devrais refuser ?	It won't change anything. - Oh, on the contrary. This changes everything. - No.I can be flexible. - I'm not interested in someone who's flexible, - I'm interested in someone who's available.	 
I'll save it for later. All right,...	Je la fumerai plus tard.	May I ? - Yeah. - - When are you going to quit these things ? - - They're going to kill you. - I don't want to get fat.	 
I don't really want to read it anymore, actually.	Je ne veux plus la lire... en fait.	We love you, son. - And it's a bitch seeing you like this. - Well, then don't look, Dad. - Look, I... We've... We've written a letter. - Jeremy will read it.	 
Ladies, I have a bit of a problem and I'd like to share it with you.	Mesdames, j'ai un problème dont j'aimerais vous parler.	Are you telling me she didn't dream that either? - I don't know the answer to that, sir. Not yet. - I'll tell you what, why don't we ask her? - I called her and asked her if she could stop by on her way to work. - And here she is now.	 
They thought we should try it on guitar insteaof piano.	Ils pensent qu'on devrait l'essayer sur guitare plutôt que sur piano.	Apparently all of them.And it's not like they hate it,okay? - They just don't love it the same way we do. - - Well,theyg! - - wron I agree. - What do they want to do?	 
I am offering you a chance to take it back.	Je t'offre une chance d'y accéder.	You are Ying Ko, the Butcher of Lhasa. - You and only you deserve to be by my side. - Together, we'll pit armies against one another like a chess game. - We'll collect our due of pain and we'll wash our hands in blood. - Your mouth still waters at real power.	 
You can't see it until you enter the pocket.	On ne voit la fin qu'une fois dans la poche.	Twenty years ago. - For him it's been days. - Everything within this pocket wraps in on itself, including time. - That's why we have to hurry and find whatever it is I hid here. - There's more on the tape.	 
And then we can go back to doing it your way.	Après on refait à ta façon.	I don't get it. - What does Chinese food have to do with Christmas? - Bay: Come on, mom. What is with you? - You're like a cruise director on the boat to Christmas hell. - It's one Christmas.	 
How could you bring it when you're coming to see me?	Comment peux-tu le prendre quand tu viens me voir ?	This phone's last 4 digits are the same as mine. - I'll cal you on it nobody else can answer it though. - And I'm the only one that can call it. - I'm sorry. - I told you not to carry this handkerchief.	 
