src	trg	src_ctx	gender
What prize do we get for bringing it front and center?	¿Qué obtenemos por exponerlo?	The post did not desperately need to be filled. - Neither the economy nor national security nor infrastructure will collapse without an assistant secretary of Primary and Secondary Education. - - Great. - - And what prize do we get for that? - - Leo...	masculine
So I thought, you know, maybe we could use it on her.	Se me ocurrió usarlo con ella.	Dad, come here! - - What is it? What's wrong? - She's moving. - What are you talking about? - I lost my phone a couple months ago. I used this Web site to track it.	masculine
Arnold, are you not saying it back?	- Arnold ¿No vas a decirlo?	Fine. - Hey, um, so I have something to say. - - Yes? - I think now is the perfect time. - - OK. - I love you. - (Chuckles) I hope they're gonna be OK in here.	masculine
I've been thinking about saying it for a while.	Llevo un tiempo pensando en decirlo.	I love you too. - Really? - Yeah. - I was so worried that I completely freaked you out. - You didn't.	masculine
You told them how it could be done!	¡Les has dicho cómo podrían hacerlo!	I'm really not such a bad fella. - What's happening? - You tricked me! - Red Alert! - You... you warned them.	masculine
I think it was here, let's take a look.	Creo que es aqui, vamos a verlo.	That is a tough bitch. - You're kidding. - See this? - Alex, they have certainly managed a creepy building to building. - Jesus Christ, this place is huge. - Alex, you know exactly where they have filmed?	masculine
Why don't I see where it leads?	¿Por qué no voy e intento cruzarlo?	We're all very tired... - Clean this place up a bit - I think we can spend the night here - Master, look... - I've found a small mountain path	masculine
No and I plan to keep it that way.	No, y prefiero mantenerlo así.	The Grand Galloping Gala! - Look! - Two tickets! - Wow, great! I've never been to the Gala. - Have you, Spike?	masculine
The best thing to do is just not think about it too hard.	Lo mejor es no pensarlo demasiado.	Who you sending the selfie to? - I just started seeing someone. - Right. - I do know. - You know what?	masculine
And you are gonna drink it the right way.	Y vas a beberlo de la manera correcta.	Really? - You sure? - I mean, I don't want to rush it, but when I said I wanted a drink, I did mean today. - The perfect red. - For a foiled armed robbery.	masculine
I have to keep it quiet for the time being.	No puedo revelarlo por el momento.	What does he know about canvas? - No, Mr. Cernik, there's something going on around here, and I don't like it. - I haven't time to explain the whole thing to you, Krofta. - I made a deal with Barovik. - A very satisfactory deal.	masculine
We have to make it work.	Tenemos que hacerlo funcionar.	See there? - Every time you pause I see your lip quiver. - - The lip is quivering. - - I don't see it. - But I see it.	masculine
I' m sorry I didn't mention it earlier.	Lamento no mencionarlo antes.	But I'm... I'm sure he'll love it. - So is Dad furious about the Premed thing? - You should talk to him. - Professor Sherman coming here? - Yeah.	masculine
He likes to keep it a secret.	Le gusta mantenerlo en secreto.	- I didn't know he had it. - - You could've at least mentioned he was a possibility. - So, what? - You two were a thing? - No, I mean, we're not even dating.	masculine
I don't think he can make it this time.	No creo que pueda lograrlo esta vez.	I was just thinking, when did you get so grown up? - Is having an indifferent personality inherited? - Aigoo, I should go change and take a shower. - You have to brush your teeth before going to bed. - Is the situation really bad?	masculine
We should let it out.	Deberíamos sacarlo afuera.	You did that to Mrs. Butters? - I'm not proud of it, but yeah. - I was really mad. - Just like you. - M.J., something horrible happened to you, and every time you started to get angry about it, I wanted to cover it up with ice cream or video games, but the truth is, we shouldn't cover it up.	masculine
You have to put it out there, right?	Tuviste que sacarlo, ¿verdad?	When we find it, you so much as sneezed in that car, we can DNA match a booger off the dashboard. - You really want to go down that road with us? - Accessory to escape is 10 to 15, especially if you look like a bad citizen. - And so far, you don't look like a good citizen. - And look, you are not the first woman to throw away a good life on a bad man.	masculine
She wanted to keep it a secret so there wouldn't be any fuss.	-Quería hacerlo en secreto.	Where's Mrs. Gillespie? - Oh, she left. - She left? - Yes, to be married. - To be married?	masculine
I helped Jocke carry it up there.	Ayudé a Jocke a subirlo al ático.	And then I went through the house to make my farewells. - Why did you break open the cupboard? - - What are you talking about? - - The one in the attic. - We've found your fingerprints on it.	masculine
I don't need to hear it again.	Y no necesito volver a oírlo.	What are you doin' here tonight? Huh. - Well, I guess her husband had other plans. - The life you lead. - Yeah. - I know what you're thinkin'.	masculine
Can you get it out of her?	¿Puedes hacerlo saque la aguja?	Mmm-mmm. - - Just try to stay still. - - Samantha, we're almost there. - You're gonna hurt yourself. - Sam, please.	masculine
I said it and I'll prove it too!	Voy a demostrarlo y a probarlo.	I heard the beat of his wings. - This is extraordinary! - All languages. I am an interpreter, a polyglot! I know the Toucan, English, Latin, the hare too - Chinese, the parrot of course, and even... the lion! - Exactly, the lion.	masculine
I won't get it overturned on appeal.	No lograré anularlo en la apelación.	But, honestly, I wouldn't know how. - I've been told that... you had a relationship with this judge. - - Shirley, I would never try to exploit this. - Sure you would. That's why you're here. - I don't know what else to do.	masculine
Does it come with a man to wear it for?	¿Viene con un hombre para quien usarlo?	Language. - Language. - WOMAN (over speakers): Wireless services report several microwave relay stations are off-line. - Now, a relay station sends calls out of the area, so that is why your cell may work on local calls, but not on long distance. - Ooh-hoo-hoo! (laughter)	masculine
We're trying to hack it now.	Estaremos intentando piratearlo.	Batman, thank goodness. - All of our tech is down. - Cars, comms... even our weapons have microchips coded to our fingerprints. - We're back to the Dark Ages here. - I know.	masculine
I think you should leave it the way it was.	Deberías dejarlo como estaba.	You mean, again? - Well, I changed the ending a little. - Oh. What happens now? - More...raw. - Well then maybe you should just read the ending?	masculine
I can't hold it back any longer.	No puedo detenerlo mucho tiempo más.	[roars] Leo! - No. Get out of here now! - What are you talking about? - - Dude, you can't do this. - Go! - [squeals]	masculine
If the wine is sour, throw it out!	¡Si el vino está avinagrado, tíralo!	This wine's sour. - My wine sour? - That's a new cask. - - I opened it only ten minutes ago. - I can't drink this swill.	masculine
All i did was make it official.	Todo lo que hice fue hacerlo oficial.	And honestly, the bonuses i received, as you pointed out, were very small. - Mr. Whaley... you poisoned these people. - Well, that's one way of looking at it, yes, but, really, who cares? - Their families obviously don't. - These old people were dead already.	masculine
We can't talk about it now.	No podemos discutirlo ahora.	- lt isn't easy at all. - There's the children... I go home too. - I have to lie to my friends, make excuses to protect you. - All this business with the police... - Please, Jenny.	masculine
We can play it any way you want to.	Podemos hacerlo como tú quieras.	- Sugar? - - Secrets. - If you tell me what's on your mind, you will feel better. - I really would like to keep this on a professional footing. - Yes, please.	masculine
- Enjoy it while you can.	Disfrútalo mientras puedas.	- Let's see your hands! - - Don't move! - - Come on, get 'em up! - - Yeah, look at me. - - I got him, I got him.	masculine
I-I could see it in those eyes.	Y-yo pude verlo en estos ojos.	Do you think she has other exes here in the hospital? - - Probably. - Ugh. - Oh, quit it. - Stop thinking about the hot ortho nurse. - Wait. You... you think she's hot?	masculine
I take it all back.	Puedo entenderlo todo de nuevo.	His neural pathways are disrupted. - He can't control his emotions. - Hell of a way to spend your birthday. - Couldn't imagine anything better. - Hey, champ. You ready?	masculine
I wanted to share it with you.	Yo quise compartirlo contigo.	Right. Right, I know. - But-But I-I just received... - Some information about- - About a case. - A classic x-Files. - Classic.	masculine
Like I couldn't take it myself if I wanted to.	Como si no pudiera cogerlo si quisiera.	No, that's a sign you don't see men and women as true equals. - Huh. You want this last piece of pie? - This is exactly what I am talking about. - That's condescending. - - Yeah, like I need your approval to take the last piece of pie.	masculine
Would you like me to open it or would you like to?	- ¿Quieres abrirlo o lo hago yo?	- now,in particular--. - - Coach,coach. - - I love this. I'm reminding you,we have only a certain amount of time. - - Get to. - - You can be verbose.I love this.	masculine
