src	trg	src_ctx	gender
Of course, I had to go to the emergency room to get it out.	Ich musste in die Notaufnahme um ihn hinauszubekommen.	Oh... oh... Don't worry, little ro-buddy. - We'll get you on life support. - Or tech support. - Oh, he would've loved that joke. - I lost the head of one of my toys once.	 
Well, you might have to live it without me.	Das wirst du wohl ohne mich führen müssen.	You know the way it works... - I know how it works. - I get it, I totally get it. You feel invincible. - Where it will take us Lin, you can't even imagine The things we'll be able to do - Where we'll be a year from now The kind of life that we'll finally be able to live	 
I feel it again. It's here. I can feel death.	Irgendwo hier ist der Tod in diesem Raum.	It was... - I can'texplain. - Something strange and sharp, like a knife... - ... enteringmyflesh. - Please forgive me, but it's alright now, thank you.	 
Take it out of Attila's pay-cheque.	Kannst es ja von Attilas Lohn abziehen.	She actually does keep a gun in that little bag. - She takes the subway into Pelham every night. - I don't blame the kid. - She asked me for a raise for getting chased into the ladies room. - I think she deserves it.	 
Yeah, well, better enjoy it while you can.	Genieß es besser, solange du noch kannst.	Has it been three hours already? - Oh, shit. - Oh, shit. - Shit. - This is better than porn.	 
I look forward to reading it when I get back to my clinic.	Ich lese ihn, wenn ich wieder in meiner Klinik bin.	- Yes, Fraulein. - - What a coincidence! - This is a miracle! - I just wrote you a letter about someone who needs your help. - (German accent) Good.	 
- You know how to get it out, right?	- Du kannst sie rausholen, oder?	Spider. - Do you read me, Spider? - Max, where are you? - The thing in my head, it can make everyone a citizen here, right? - - Yeah.	 
- What's it about?	- Worum geht es da?	He's your supervisor. - Why would these men kidnap you just to set up a meeting? - I don't know. - Something to do with the grand jury investigation - - he's working on.	 
I only wish... I could've been there to see it myself.	Ich wünschte, ich wäre dabei gewesen und hätte es selbst gesehen!	Beaten, and nearly senseless. When he said it was thee who did it, I knew thee must not be allowed to leave... - We will not be stopped! - ...without my shaking your hand, and saying to thee, "Job well done." - Give us thee hand, will you? - Whoever heard the like of it?	 
Is it important?	Ist das wichtig?	And you make music? - The news wasn't official. - Official? - You'll all be held accountable! - I've something to tell you.	 
Try it on for size.	Versuch's mal!	I'm gonna miss you too. - I love you. - Outbound group 94-A, Tereshkova, all sections... - That's me. - Just say it once.	 
I can't get it to work.	Ich kriege das nicht hin.	Give us a hand. - We're playing Singstar, I can't get it to... - Come here. - It's more fun when there's three. - - Walt's such a good singer.	 
I couldn't have done it without you.	Ohne dich hätte ich es nicht geschafft.	My memory sucks. - All you needed was the right encouragement. - I don't even want to know what that means. - We're empty. - You know, I really am so proud of you.	 
You get in there, you just gotta give it your best shot.	Ja, nun, man geht da rein und man versucht nur sein Bestes, richtig?	Come on. - What'll you have? - I'd like a shot of Jim Beam and a bottle of Bud. - - How about you? - - The same. You know, that never should have happened... what happened to you and our boys over there in Lebanon.	 
Why announce it tonight, all of a sudden?	Warum es heute Abend bekanntgeben, so urplötzlich?	Remember what he was like last time? - I don't want to build up Ethel's hopes again. - Ethel's not important. - It's the boy's chances you have to look to. - I believe you're right, though we come at it by different routes.	 
I was gonna wear it to our lunch tomorrow.	Ich wollte ihn morgen zum Mittagessen tragen.	Not that I recall. - The pit viper incident last week. - I needed a poultice. - Oh, and so you used my... - My mother gave me that scarf.	 
- It can't fail.	- Das kann nicht schief gehen.	"Untold riches." - Here's the plan. - We go to London, Polly wins this science show thingy, we take the prize money, I enter Pirate of the Year, I win! - Bingo! - - But, Captain, I'm not sure...	 
And it was great.	Und es war toll.	Don't talk to me, you worm. - There was a time-- - There was a time when I felt like an old rag... with a stain that you couldn't get out. - And you were like-- - You were like a piece of rotting fruit on a windowsill.	 
It's a kind of snake that lies coiled in your pelvis. And you have to awaken it from its dormant state.	Das ist so ne Art Schlange, die in deinem Becken schlummert und du musst sie aus dem Schlaf wecken.	-What? - In the ark gather the forest animals... - In 21 days I'll kiss Michelle on the lips, do you believe it? - Are you with me, Honey? - Ever hear of Kundalini meditation?	 
I'll hang on to this. You'll get it back when you're ready.	Du kriegst sie zurück, wenn du so weit bist.	You are now a useful citizen. You can then write your ticket out of this place. - Or you can stay, come work for me, pass on what you've learned. - We take care of our own. - Let me see that watch son. - This watch is a lot older than you are.	 
Is it important?	Ist das so wichtig?	It doesn't matter. - Yesterday. - I sent you a telegram. - - You haven't been expelled? - - No.	 
And I couldn't have done it without you.	Und ich hätte es ohne euch nicht geschafft.	We're still gonna stop Sparrow. - Michael, I intended for Nikita to deliver the box to Langley. - I wasn't worried that she'd give my box to the CIA. - I was worried that she wouldn't. - You rigged this whole thing.	 
Would you like to hear it once more?	Möchten Sie es noch mal hören?	Let's hear it again. - "The party of the first part shall be known in this contract... - "as the party of the first part." - Sounds a little better this time. - It grows on you.	 
If I can find her, it'll all have value.	Wenn ich sie finde, wird alles von Bedeutung sein.	I know this is hard for you. - No, I'm happy for you, man. - Inside, I'm doing the camel walk. - But this is a good thing. - I've been waiting centuries for this.	 
Oh, you can send it to my address in Lexington.	Du kannst sie an meine Adresse in Lexington schicken.	Real sturdy -- good enough to dig a nice big hole in rocky ground. - And, uh, there was something else. - Shit if I can't remember. - Oh, yeah -- a chainsaw. - Mike, you fill that order for Bo and put it on my tab.	 
I can't get it out of my head.	Es geht mir nicht aus dem Kopf.	- Why not? - He'll be issued a uniform if and when he gets to the Academy. - Now he'll have two. - - l keep thinking about Joran. - - l heard what he told you.	 
Like he sees Sean's gun on the ground - and heads over to pick it up?	Als ob... er Seans Waffe auf dem Boden liegen sehen würde und hingeht, um sie aufzuheben?	- Hey, Korsak. - - Yeah. Come here for a sec. - Watch this guy right here. - He doesn't panic when Frankie's gun goes off. - No, and then he just calmly walks into the crowd.	 
Add it to the list of coincidences. Gibbs, Gibbs.	Füge es der Liste der Zufälle hinzu.	I appreciate it. - Now, what can you tell me about Lieutenant Hutton's death? - Boss, we got to go. - Got to go, Captain. - Dana Hutton was doing a story on private military companies.	 
Oh, uh, right, I forgot, chuck told me to keep it quiet.	Ach so, stimmt, ich vergaß, Chuck bat mich, es geheim zu halten.	It's not just the cinema, it's the people and the culture. - Right? - Uh, boy... Sadly, too many of my colleagues think that burbank Is the center of the world. - Yeah, chuck had never been to paris Until last week on that install. - Chuck went to paris?	 
No, and I ain't gonna take it out of the car.	Nein, und ich werde es auch nicht abladen.	How come you didn't sell it? - Well, you can't sell no wood if nobody wants to buy no wood, can you? - You're the craziest old fool I guess I ever did see. - That's the fourth time you've taken that same load to town and brung it back. - Ain't even had it out of the car.	 
We just need to find it first.	Wir müssen es nur zuerst finden.	I did a full sweep. - It's the only thing that's missing. - He needs a way to mass-produce the serum now we dusted Applied Sciences. - With the key, he can get anywhere, take anything. - We know what he wants.	 
Obviously, we need to make it personal. Remind her who the real enemy is.	Offenbar müssen wir sie daran erinnern, wer der wahre Feind ist.	Maybe you should have rescued the boy instead. - Oh, no. - No, listen to me. - No one else can do this but her. - This is not the girl you described.	 
Have you thought of adapting it into a film?	Hast du schon an eine Filmversion gedacht?	OK, are we all set for tonight? - Yes. Can you please bring me some wine? - That was some... ah... - Buying the same sort of cheese. - Ah, you made a 20-minute story out of it.	 
That makes it okay I killed her?	Deshalb dürfte ich sie umbringen?	So I tossed the thing in my drawer. - I figured, sooner or later somebody's got to ask me. - Nobody did. - You think I killed her. - The lady was bad news.	 
